UBIGEO,PORCENTAJE_1_3_2017,PORCENTAJE_1_3_2022,PORCENTAJE_1_3_2023
160509,0,0,0
160510,0,0,0
160511,0,0,0
160601,0.67,0.67,0.67
160602,0,0,0
160603,0,0,0
160604,0,0,0
160605,0,0,0
160606,0,0,0
160701,0,0,0
160702,0,0,0
160703,0,0,0
160704,0,0,0
160705,0,0,0
160706,0,0,0
160801,0,0,0
160802,0,0,0
160803,0,0,0
160804,0,0,0
170101,0,0,0
170102,0,0,0
170103,0,0,0
170104,0,0,0
170201,0,0,0
170202,0,0,0
170203,0,0,0
170204,0,0,0
170301,0,0,0
170302,0,0,0
170303,0,0,0
180101,0,0,0
180102,0,0,0
180103,0,0,0
180104,0,0,0
180105,0,0,0
180106,0,0,0
180201,0,0,0
180202,0,0,0
180203,0,0,0
180204,0,0,0
180205,0,0,0
180206,0,0,0
180207,0,0,0
180208,0,0,0
180209,0,0,0
180210,0,0,0
180211,0,0,0
180301,0,0,0
180302,0,0,0
180303,0,0,0
190101,0,0,0
190102,0,0,0
190103,0,0,0
190104,0,0,0
190105,0,0,0
190106,0,0,0
190107,0,0,0
190108,0,0,0
190109,0,0,0
190110,0,0,0
190111,0,0,0
190112,0,0,0
190113,0,0,0
190201,0,0,0
190202,0,0,0
190203,0,0,0
190204,0,0,0
190205,0,0,0
190206,0,0,0
190207,0,0,0
190208,0,0,0
190301,0,0,0
190302,0,0,0
190303,0,0,0
190304,0,0,0
190305,0,0,0
190306,0,0,0
190307,0,0,0
190308,0,0,0
200101,0.47,0.47,0.47
200104,0.33,0.33,0.33
200105,0,0,0
200107,0,0,0
200108,0,0,0
200109,0,0,0
200110,0.5,0.5,0.5
200111,1,1,1
200114,0.5,0.5,0.5
200115,0,0,0
200201,0,0,0
200202,0,0,0
200203,0,0,0
200204,0,0,0
200205,0,0,0
200206,0,0,0
200207,0,0,0
200208,0,0,0
200209,0,0,0
200210,0,0,0
200301,0,0,0
200302,0,0,0
200303,0,0,0
200304,0,0,0
200305,0,0,0
200306,0,0,0
200307,0,0,0
200308,0,0,0
200401,0.33,0.33,0.33
200402,0,0,0
200403,0,0,0
200404,0,0,0
200405,0,0,0
200406,0,0,0
200407,0,0,0
200408,0,0,0
200409,0,0,0
200410,0,0,0
200501,1,1,1
200502,0,0,0
200503,0,0,0
200504,0,0,0
200505,0,0,0
200506,0,0,0
200507,0,0,0
200601,0,0,0
200602,0.5,0.5,0.5
200603,1,1,1
200604,0,0,0
200605,0,0,0
200606,0,0,0
200607,0,0,0
200608,0,0,0
200701,0.5,0.5,0.5
200702,0,0,0
200703,0,0,0
200704,0,0,0
200705,0,0,0
200706,0,0,0
200801,0,0,0
200802,0,0,0
200803,0,0,0
200804,0,0,0
200805,0,0,0
200806,0,0,0
210101,0.2,0.2,0.2
210102,0,0,0
210103,0,0,0
210104,0,0,0
210105,1,1,1
210106,0,0,0
210107,0,0,0
210108,0,0,0
210109,0,0,0
210110,0,1,1
210111,0,0,0
210112,0,0,0
210113,0,0,0
210114,0,0,0
210115,0,0,0
210201,1,1,1
210202,0,0,0
210203,0,0,0
210204,0,0,0
210205,0,0,0
210206,0,0,0
210207,0,0,0
210208,0,0,0
210209,0,0,0
210210,0,0,0
210211,0,0,0
210212,0,0,0
210213,0,0,0
210214,0,0,0
210215,0,0,0
210301,1,1,1
210302,0,0,0
210303,0,0,0
210304,0,0,0
210305,0,0,0
210306,0,0,0
210307,0,0,0
210308,0,0,0
210309,1,1,1
210310,0,0,0
210401,1,1,1
210402,0,0,0
210403,0,0,0
210404,1,1,1
210405,0,0,0
210406,0,0,0
210407,0,0,0
210501,0,0,0
210502,0,0,0
210503,1,1,1
210504,1,1,1
210505,0,0,0
210601,1,1,1
210602,0,0,0
210603,0,0,0
210604,0,0,0
210605,0,0,0
210606,0,0,0
210607,0,0,0
210608,0,0,0
210701,0,0,0
210702,0,0,0
210703,0,0,0
210704,0,0,0
210705,0,0,0
210706,0,0,0
210707,0,0,0
210708,0,0,0
210709,0,0,0
210710,0,0,0
210801,0,0,0
210802,0,0,0
210803,0,0,0
210804,0,0,0
210805,0,0,0
210806,0,0,0
210807,0,0,0
210808,0,0,0
210809,0,0,0
210901,0,0,0
210902,0,0,0
210903,0,0,0
210904,0,0,0
211001,0,0,0
211002,1,1,1
211003,0,0,0
211004,0,0,0
211005,0,0,0
211101,0.23,0.23,0.23
211102,0,0,0
211103,1,1,1
211104,0,0,0
211105,1,1,1
211201,0,0,0
211202,0,0,0
211203,0,0,0
211204,0,0,0
211205,0,0,0
211206,0,0,0
211207,0,0,1
211208,0,0,0
211209,0,0,0
211210,0,0,0
211301,0,0,0
211302,0,0,0
211303,0,0,0
211304,0,0,0
211305,0,0,0
211306,0,0,0
211307,0,0,0
220101,0.33,0.33,0.33
220102,0,0,0
220103,0,0,0
220104,0,0,0
220105,1,1,1
220106,0,0,0
220201,0.25,0.25,0.25
220202,0,0,0
220203,0,0,0
220204,0,0,0
220205,0,0,0
220206,0,0,0
220301,0,0,0
220302,0,0,0
220303,0,0,0
220304,0,0,0
220305,0,0,0
220401,0,0,0
220402,0,0,0
220403,0,0,0
220404,0,0,0
220405,0,0,0
220406,0,0,0
220501,0,0,0
220502,0,0,0
220503,0,0,0
220504,0,0,0
220505,0,0,0
220506,0,0,0
220507,0,0,0
220508,0,0,0
220509,0,0,0
220510,0,0,0
220511,0,0,0
220601,0,0,0
220602,0,0,0
220603,0,0,0
220604,0,0,0
220605,0,0,0
220701,0,0,0
220702,0,0,0
220703,0,0,0
220704,0,0,0
220705,0,0,0
220706,0,0,0
220707,0,0,0
220708,0,0,0
220709,0,0,0
220710,0,0,0
220801,0,0,0
220802,0,0,0
220803,0,0,0
220804,0.5,0.5,0.5
220805,0,0,0
220806,0,0,0
220807,0,0,0
220808,0,0,0
220809,0,0,0
220901,0,0,0
220902,0,0,0
220903,0,0,0
220904,0,0,0
220905,0,0,0
220906,0,0,0
220907,0,0,0
220908,0,0,0
220909,0,0,0
220910,0,0,0
220911,0,0,0
220912,0,0,0
220913,0,0,0
220914,0,0,0
221001,0,0,0
221002,0,0,0
221003,0,0,0
221004,0,0,0
221005,0,0,0
230101,0.15,0.15,0.15
230102,0,0,0
230103,0,0,0
230104,0,0,0
230105,0,0,0
230106,0,0,0
230107,0,0,0
230108,0.25,0.25,0.25
230109,0,0,0
230110,0,0,0
230111,0,0,0
230201,0,0,0
230202,0,0,0
230203,0,0,0
230204,0,0,0
230205,0,0,0
230206,0,0,0
230301,0,0,0
230302,0,0,0
230303,0,0,0
230401,0,0,0
230402,0,0,0
230403,0,0,0
230404,0,0,0
230405,0,0,0
230406,0,0,0
230407,0,0,0
230408,0,0,0
240101,0.33,0.33,0.33
240102,0,0,0
240103,0,0,0
240104,0,0,0
240105,0,0,0
240106,0,0,0
240201,1,1,1
240202,0,0,0
240203,0,0,0
240301,1,1,1
240302,1,1,1
240303,0,0,0
240304,0,0,0
250101,0.25,0.25,0.25
250102,0,0,0
250103,0,0,0
250104,0,0,0
250105,1,1,1
250106,0,0,0
250107,0,0,0
250201,0,0,0
250202,0,0,0
250203,0,0,0
250204,0,0,0
250301,0,0,0
250302,0,0,0
250303,1,1,1
250304,0,0,0
250305,0,0,0
250401,0,0,0
